HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITId,Input.HITTypeId,Input.Title,Input.Description,Input.Keywords,Input.Reward,Input.CreationTime,Input.MaxAssignments,Input.RequesterAnnotation,Input.AssignmentDurationInSeconds,Input.AutoApprovalDelayInSeconds,Input.Expiration,Input.NumberOfSimilarHITs,Input.LifetimeInSeconds,Input.AssignmentId,Input.WorkerId,Input.AssignmentStatus,Input.AcceptTime,Input.SubmitTime,Input.AutoApprovalTime,Input.ApprovalTime,Input.RejectionTime,Input.RequesterFeedback,Input.WorkTimeInSeconds,Input.LifetimeApprovalRate,Input.Last30DaysApprovalRate,Input.Last7DaysApprovalRate,Input.attr_id,Input.attr_name,Input.attr_desc,Input.ex_adj,Input.adj_1,Input.adj_2,Input.adj_3,Input.adj_4,Input.adj_5,Input.adj_6,Input.adj_7,Input.adj_8,Input.adj_9,Input.adj_10,Input.pos_qual_ctrl_1,Input.pos_qual_ctrl_2,Input.pos_qual_ctrl_3,Input.pos_qual_ctrl_4,Input.pos_qual_ctrl_5,Input.neg_qual_ctrl,Input.aadj_1,Input.aadj_10,Input.aadj_2,Input.aadj_3,Input.aadj_4,Input.aadj_5,Input.aadj_6,Input.aadj_7,Input.aadj_8,Input.aadj_9,Input.aneg_qual_ctrl,Input.apos_qual_ctrl_1,Input.apos_qual_ctrl_2,Input.apos_qual_ctrl_3,Input.apos_qual_ctrl_4,Input.apos_qual_ctrl_5,Input.appeal,Answer.ruling.label,Approve,Reject
32W3UF2EZQUE6B5OE0LZTKFT9ZH4C1,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,38BQUHLA9Z9Y6APR0BZOYYMQQESMOC,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:08:34 PDT 2019,Thu Apr 25 11:09:20 PDT 2019,Sun Apr 28 11:09:20 PDT 2019,,,,46,100% (59/59),100% (59/59),100% (59/59),3566S7OX5DJNDFYR8IYCJFNN73C17T,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,3C6FJU71TQTONGIJNH3XVE85SMOUYI,ARYYSG1HT2UDX,Approved,Wed Jan 16 18:59:40 PST 2019,Wed Jan 16 19:00:41 PST 2019,Sat Jan 19 19:00:41 PST 2019,2019-01-20 03:01:37 UTC,,,61,100% (330/330),100% (330/330),100% (330/330),ease.n.01,ease,freedom from difficulty or hardship or effort,"easygoing, simple, undemanding, easy, effortless",despicable,analytical,aspirational,lawful,inconceivable,damaged,favourable,foolhardy,stupid,responsible,easy,simple,smooth,uncomplicated,easygoing,unbowed,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
32W3UF2EZQUE6B5OE0LZTKFT9ZH4C1,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3X4JMASXCPIHK2TB7174UHFEGC80BB,A21CNDWV70DK3G,Approved,Thu Apr 25 09:50:17 PDT 2019,Thu Apr 25 09:56:20 PDT 2019,Sun Apr 28 09:56:20 PDT 2019,,,,363,100% (12/12),100% (12/12),100% (12/12),3566S7OX5DJNDFYR8IYCJFNN73C17T,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,3C6FJU71TQTONGIJNH3XVE85SMOUYI,ARYYSG1HT2UDX,Approved,Wed Jan 16 18:59:40 PST 2019,Wed Jan 16 19:00:41 PST 2019,Sat Jan 19 19:00:41 PST 2019,2019-01-20 03:01:37 UTC,,,61,100% (330/330),100% (330/330),100% (330/330),ease.n.01,ease,freedom from difficulty or hardship or effort,"easygoing, simple, undemanding, easy, effortless",despicable,analytical,aspirational,lawful,inconceivable,damaged,favourable,foolhardy,stupid,responsible,easy,simple,smooth,uncomplicated,easygoing,unbowed,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
33KGGVH24WQLHAJ0IEYK9ZT0YXV1XN,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:53 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:53 PDT 2019,,,3Y5140Z9D0PUVRB1UWEBV5KZJA7PIJ,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:12:06 PDT 2019,Thu Apr 25 16:14:21 PDT 2019,Sun Apr 28 16:14:21 PDT 2019,,,,135,100% (59/59),100% (59/59),100% (59/59),3QI9WAYOGQB43ZJG2R8492A02S4S64,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3KMS4QQVK2Q4KTWCOD7706SRKJAFKH,A1BW8BW8LB6ZPC,Approved,Wed Jan 16 12:48:36 PST 2019,Wed Jan 16 12:49:00 PST 2019,Sat Jan 19 12:49:00 PST 2019,2019-01-19 20:49:38 UTC,,,24,100% (6/6),100% (6/6),100% (6/6),sexual_activity.n.01,sexual_activity,activities associated with sexual intercourse,"staminate, female, lesbian, transsexual, straight",exceptional,itty-bitty,inhumane,atypical,headstrong,inconclusive,technical,multifaceted,innovatory,even-handed,staminate,straight,transsexual,pederastic,vegetal,frizzly,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
341H3G5YF2NAFGYXNDI5SFQ115MZ0E,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,39ASUFLU60GNOVB6K4Y1438ATG9EXN,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:01:20 PDT 2019,Thu Apr 25 16:02:10 PDT 2019,Sun Apr 28 16:02:10 PDT 2019,,,,50,100% (59/59),100% (59/59),100% (59/59),3SA4EMRVJV2CCWH98LOT5WVY25BP0K,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,38F5OAUN5NC03AGY096YZMZIUDV7H7,A3I9XLIHPPWPN1,Approved,Wed Jan 16 11:21:20 PST 2019,Wed Jan 16 11:21:51 PST 2019,Sat Jan 19 11:21:51 PST 2019,2019-01-19 19:22:37 UTC,,,31,100% (55/55),100% (10/10),100% (10/10),sensitivity.n.03,sensitivity,sensitivity to emotional feelings (of self and others),"soulless, desensitizing, indurate, delicate, feisty",careless,honourable,correct,spoiled,meritorious,heavier,accurate,chilled,inside,alien,delicate,radiosensitive,pachydermatous,indurate,desensitizing,blood-red,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3566S7OX5FSR2VD901UMF0GCW4G71Y,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3HWRJOOET8BFSEP7QUSE5VRIE13SEP,A21CNDWV70DK3G,Approved,Thu Apr 25 09:29:57 PDT 2019,Thu Apr 25 09:35:21 PDT 2019,Sun Apr 28 09:35:21 PDT 2019,,,,324,100% (12/12),100% (12/12),100% (12/12),3LVTFB9DE5IUNCT9M0SLQT8OEIMGQ5,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3R0T90IZ1SCSFVGJ7KWRU8FVGOFGCG,A2HR7ZIX42FEPG,Approved,Wed Jan 16 11:43:56 PST 2019,Wed Jan 16 11:44:26 PST 2019,Sat Jan 19 11:44:26 PST 2019,2019-01-19 19:44:37 UTC,,,30,100% (281/281),100% (73/73),100% (73/73),constancy.n.01,constancy,the quality of being enduring and free from change or variation,"constant, unswerving, false, unfailing, changeable",inhumane,sensitized,east,bodily,innovatory,inside,seperate,technical,atypical,hunger,unfailing,volatile,stable,faithful,invariable,carmine,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3566S7OX5FSR2VD901UMF0GCW4G71Y,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3M1CVSFP63E0PLTIIL1NECMQBYLQA4,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:33:58 PDT 2019,Thu Apr 25 11:34:17 PDT 2019,Sun Apr 28 11:34:17 PDT 2019,,,,19,100% (59/59),100% (59/59),100% (59/59),3LVTFB9DE5IUNCT9M0SLQT8OEIMGQ5,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3R0T90IZ1SCSFVGJ7KWRU8FVGOFGCG,A2HR7ZIX42FEPG,Approved,Wed Jan 16 11:43:56 PST 2019,Wed Jan 16 11:44:26 PST 2019,Sat Jan 19 11:44:26 PST 2019,2019-01-19 19:44:37 UTC,,,30,100% (281/281),100% (73/73),100% (73/73),constancy.n.01,constancy,the quality of being enduring and free from change or variation,"constant, unswerving, false, unfailing, changeable",inhumane,sensitized,east,bodily,innovatory,inside,seperate,technical,atypical,hunger,unfailing,volatile,stable,faithful,invariable,carmine,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3566S7OX5FSR2VD901UMF0GCW4G71Y,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3PPTZCWALTT1QT1QUDHMV5DZKJPZQB,A23441R746K5OU,Approved,Wed Apr 24 23:29:21 PDT 2019,Wed Apr 24 23:30:29 PDT 2019,Sat Apr 27 23:30:29 PDT 2019,,,,68,100% (23/23),100% (23/23),100% (23/23),3LVTFB9DE5IUNCT9M0SLQT8OEIMGQ5,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:17 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:17 PST 2019,,,3R0T90IZ1SCSFVGJ7KWRU8FVGOFGCG,A2HR7ZIX42FEPG,Approved,Wed Jan 16 11:43:56 PST 2019,Wed Jan 16 11:44:26 PST 2019,Sat Jan 19 11:44:26 PST 2019,2019-01-19 19:44:37 UTC,,,30,100% (281/281),100% (73/73),100% (73/73),constancy.n.01,constancy,the quality of being enduring and free from change or variation,"constant, unswerving, false, unfailing, changeable",inhumane,sensitized,east,bodily,innovatory,inside,seperate,technical,atypical,hunger,unfailing,volatile,stable,faithful,invariable,carmine,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
371QPA24C4XE0TAGD4XNKW8UL171T4,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,339ANSOTR8BTK0ELH493ZOY0P0YIK8,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:13:47 PDT 2019,Thu Apr 25 11:14:11 PDT 2019,Sun Apr 28 11:14:11 PDT 2019,,,,24,100% (59/59),100% (59/59),100% (59/59),3P7RGTLO6ED72IIBNVGEYLLCHHIAKW,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,36W0OB37HWEJNKM4J4YHQ6SH49NHZU,A2OW2CIT4H7364,Approved,Thu Jan 17 05:07:18 PST 2019,Thu Jan 17 05:48:32 PST 2019,Sun Jan 20 05:48:32 PST 2019,2019-01-20 13:48:41 UTC,,,2474,100% (141/141),100% (138/138),100% (138/138),obedience.n.02,obedience,the trait of being willing to obey,"manageable, bad, disobedient, dutiful, noncompliant",multifaceted,atypical,hunger,inside,alien,obese,conspicuous,analytical,authorized,monochrome,dutiful,self-willed,wilful,submissive,noncompliant,far-flung,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
371QPA24C4XE0TAGD4XNKW8UL171T4,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3TK8OJTYM4UZHXV1T3DUAUATRCZVPI,A21CNDWV70DK3G,Approved,Thu Apr 25 09:40:59 PDT 2019,Thu Apr 25 09:44:25 PDT 2019,Sun Apr 28 09:44:25 PDT 2019,,,,206,100% (12/12),100% (12/12),100% (12/12),3P7RGTLO6ED72IIBNVGEYLLCHHIAKW,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:44 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:44 PST 2019,,,36W0OB37HWEJNKM4J4YHQ6SH49NHZU,A2OW2CIT4H7364,Approved,Thu Jan 17 05:07:18 PST 2019,Thu Jan 17 05:48:32 PST 2019,Sun Jan 20 05:48:32 PST 2019,2019-01-20 13:48:41 UTC,,,2474,100% (141/141),100% (138/138),100% (138/138),obedience.n.02,obedience,the trait of being willing to obey,"manageable, bad, disobedient, dutiful, noncompliant",multifaceted,atypical,hunger,inside,alien,obese,conspicuous,analytical,authorized,monochrome,dutiful,self-willed,wilful,submissive,noncompliant,far-flung,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
37AQKJ12TZXF9DMPFNHXQ2RPDKXTT4,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3FFJ6VRIL4XR7A7HDBZLG4JRB2RI01,A21CNDWV70DK3G,Approved,Thu Apr 25 09:11:51 PDT 2019,Thu Apr 25 09:13:17 PDT 2019,Sun Apr 28 09:13:17 PDT 2019,,,,86,100% (12/12),100% (12/12),100% (12/12),3MXX6RQ9EV5TBKZARMBVHZLBJHRP40,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3KB8R4ZV1E795QODTK0WJO9DY51BGU,A1ZGQC0J00M69W,Approved,Wed Jan 16 15:32:13 PST 2019,Wed Jan 16 16:10:09 PST 2019,Sat Jan 19 16:10:09 PST 2019,2019-01-20 00:10:37 UTC,,,2276,100% (171/171),100% (169/169),100% (169/169),similarity.n.01,similarity,the quality of being similar,"mistakable, kindred, confusable, correspondent, corresponding",lawful,unrecognised,invisible,crushed,tight,inside,honourable,user-friendly,static,damaged,confusable,akin,correspondent,corresponding,quasi,seductive,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
37AQKJ12TZXF9DMPFNHXQ2RPDKXTT4,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3PEIJLRY6W2H5VXX54S7Q9FA0KEWXL,A3O8K08MXAW5C6,Approved,Thu Apr 25 16:20:51 PDT 2019,Thu Apr 25 16:21:16 PDT 2019,Sun Apr 28 16:21:16 PDT 2019,,,,25,100% (59/59),100% (59/59),100% (59/59),3MXX6RQ9EV5TBKZARMBVHZLBJHRP40,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3KB8R4ZV1E795QODTK0WJO9DY51BGU,A1ZGQC0J00M69W,Approved,Wed Jan 16 15:32:13 PST 2019,Wed Jan 16 16:10:09 PST 2019,Sat Jan 19 16:10:09 PST 2019,2019-01-20 00:10:37 UTC,,,2276,100% (171/171),100% (169/169),100% (169/169),similarity.n.01,similarity,the quality of being similar,"mistakable, kindred, confusable, correspondent, corresponding",lawful,unrecognised,invisible,crushed,tight,inside,honourable,user-friendly,static,damaged,confusable,akin,correspondent,corresponding,quasi,seductive,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
37AQKJ12TZXF9DMPFNHXQ2RPDKXTT4,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3WETL7AQWWHBCEBZPEYATTDT9S853C,A3O51JVRKYX9XV,Approved,Thu Apr 25 13:41:16 PDT 2019,Thu Apr 25 13:53:09 PDT 2019,Sun Apr 28 13:53:09 PDT 2019,,,,713,100% (11/11),100% (11/11),100% (11/11),3MXX6RQ9EV5TBKZARMBVHZLBJHRP40,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3KB8R4ZV1E795QODTK0WJO9DY51BGU,A1ZGQC0J00M69W,Approved,Wed Jan 16 15:32:13 PST 2019,Wed Jan 16 16:10:09 PST 2019,Sat Jan 19 16:10:09 PST 2019,2019-01-20 00:10:37 UTC,,,2276,100% (171/171),100% (169/169),100% (169/169),similarity.n.01,similarity,the quality of being similar,"mistakable, kindred, confusable, correspondent, corresponding",lawful,unrecognised,invisible,crushed,tight,inside,honourable,user-friendly,static,damaged,confusable,akin,correspondent,corresponding,quasi,seductive,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3B6F54KMR4LDLTX1O4SXARC8JIT1SF,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3B4YI393VC5G2XUPRPCJUCVXFSDSSR,A3O8K08MXAW5C6,Approved,Thu Apr 25 11:24:30 PDT 2019,Thu Apr 25 11:25:27 PDT 2019,Sun Apr 28 11:25:27 PDT 2019,,,,57,100% (59/59),100% (59/59),100% (59/59),3TX9T2ZCB91ZYQK0O1FG3P6GD9XZWH,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,36TFCYNS44AUIPMPIMAWTLC6W6RXH9,A2HTN7HCNBQ8V4,Approved,Wed Jan 16 12:20:15 PST 2019,Wed Jan 16 12:21:11 PST 2019,Sat Jan 19 12:21:11 PST 2019,2019-01-19 20:21:37 UTC,,,56,100% (385/385),100% (38/38),100% (38/38),susceptibility.n.01,susceptibility,the state of being susceptible; easily affected,"incapable, supersensitive, allergic, vulnerable, temptable",inconceivable,sensitized,crushed,bodily,user-friendly,extension,unorthodox,authorized,unceasing,unproductive,temptable,tractable,supersensitive,vulnerable,persuadable,bang-up,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3BAKUKE49JL1KEXO9FSSKH7CXGA1RR,3ML4SXAKAMVGJ3SDANRCJODH3ETB95,Review HIT Appeals (4/24 test),Review rejected HITs with appeals and decide whether the HIT should have been rejected,"nets213, turkish, judge",$0.01 ,Wed Apr 24 13:33:46 PDT 2019,3,BatchId:235451;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 13:33:46 PDT 2019,,,3HVVDCPGTH1EDJJDFV9YM3FKYWOYT1,A3O51JVRKYX9XV,Approved,Thu Apr 25 14:06:43 PDT 2019,Thu Apr 25 14:07:42 PDT 2019,Sun Apr 28 14:07:42 PDT 2019,,,,59,100% (11/11),100% (11/11),100% (11/11),39KV3A5D187N7ZXLL1DWFGAWX3OS73,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3PB5A5BD0V6M3ELNG3OGEMNHFFD7G7,ARYYSG1HT2UDX,Approved,Wed Jan 16 16:06:18 PST 2019,Wed Jan 16 16:07:17 PST 2019,Sat Jan 19 16:07:17 PST 2019,2019-01-20 00:07:37 UTC,,,59,100% (330/330),100% (330/330),100% (330/330),likeness.n.01,likeness,similarity in appearance or character or nature between persons or things,"dissimilar, similar, like, unalike, alike",inside,authorized,even-handed,unorthodox,itty-bitty,clear,sinister,correct,red,inconceivable,similar,unalike,like,alike,dissimilar,single,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
