HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITId,Input.HITTypeId,Input.Title,Input.Description,Input.Keywords,Input.Reward,Input.CreationTime,Input.MaxAssignments,Input.RequesterAnnotation,Input.AssignmentDurationInSeconds,Input.AutoApprovalDelayInSeconds,Input.Expiration,Input.NumberOfSimilarHITs,Input.LifetimeInSeconds,Input.AssignmentId,Input.WorkerId,Input.AssignmentStatus,Input.AcceptTime,Input.SubmitTime,Input.AutoApprovalTime,Input.ApprovalTime,Input.RejectionTime,Input.RequesterFeedback,Input.WorkTimeInSeconds,Input.LifetimeApprovalRate,Input.Last30DaysApprovalRate,Input.Last7DaysApprovalRate,Input.attr_id,Input.attr_name,Input.attr_desc,Input.ex_adj,Input.adj_1,Input.adj_2,Input.adj_3,Input.adj_4,Input.adj_5,Input.adj_6,Input.adj_7,Input.adj_8,Input.adj_9,Input.adj_10,Input.pos_qual_ctrl_1,Input.pos_qual_ctrl_2,Input.pos_qual_ctrl_3,Input.pos_qual_ctrl_4,Input.pos_qual_ctrl_5,Input.neg_qual_ctrl,Input.aadj_1,Input.aadj_10,Input.aadj_2,Input.aadj_3,Input.aadj_4,Input.aadj_5,Input.aadj_6,Input.aadj_7,Input.aadj_8,Input.aadj_9,Input.aneg_qual_ctrl,Input.apos_qual_ctrl_1,Input.apos_qual_ctrl_2,Input.apos_qual_ctrl_3,Input.apos_qual_ctrl_4,Input.apos_qual_ctrl_5,Input.appeal,Answer.ruling.label,Approve,Reject
36QZ6V158BMTUQOZQS2HLTH5UFRSU6,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3WMOAN2SRE6ZECJODO02655YRXXVNL,A2VH5M7RLI6708,Approved,Thu Apr 25 07:15:54 PDT 2019,Thu Apr 25 07:17:16 PDT 2019,Sun Apr 28 07:17:16 PDT 2019,,,,82,100% (12/12),100% (12/12),100% (12/12),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3F6HPJW4JD0BEZEHPWB34YSXYNNW2L,A2OW2CIT4H7364,Approved,Wed Jan 16 17:00:30 PST 2019,Wed Jan 16 17:01:12 PST 2019,Sat Jan 19 17:01:12 PST 2019,2019-01-20 01:01:37 UTC,,,42,100% (141/141),100% (138/138),100% (138/138),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3HXCEECSQO27CBUIVLTEK7KLDI2ZYG,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,,$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,32ZKVD547IWD1US8QOPNWFDLJOV3BC,A9UIN25Y2HNGP,Approved,Thu Apr 25 15:19:30 PDT 2019,Thu Apr 25 15:19:44 PDT 2019,Sun Apr 28 15:19:44 PDT 2019,,,,14,100% (42/42),100% (42/42),100% (42/42),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3R6BYFZZP7CA4TVJNWMWQ00TGTWXFX,A1AR5OZLXIF9,Approved,Wed Jan 16 16:46:29 PST 2019,Wed Jan 16 16:48:20 PST 2019,Sat Jan 19 16:48:20 PST 2019,2019-01-20 00:48:37 UTC,,,111,100% (5/5),100% (5/5),100% (5/5),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3HXCEECSQO27CBUIVLTEK7KLDI2ZYG,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,,$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3FE7TXL1LLWBKIYE56888U3SZA22QI,A11XCV0YFMY41O,Approved,Fri Apr 26 20:00:04 PDT 2019,Fri Apr 26 20:00:20 PDT 2019,Mon Apr 29 20:00:20 PDT 2019,,,,16,100% (9/9),100% (9/9),100% (9/9),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3R6BYFZZP7CA4TVJNWMWQ00TGTWXFX,A1AR5OZLXIF9,Approved,Wed Jan 16 16:46:29 PST 2019,Wed Jan 16 16:48:20 PST 2019,Sat Jan 19 16:48:20 PST 2019,2019-01-20 00:48:37 UTC,,,111,100% (5/5),100% (5/5),100% (5/5),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3HXCEECSQO27CBUIVLTEK7KLDI2ZYG,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,,$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3U5JL4WY5NI5WTEDVYMOVHWJGR84X0,A2FXYB7WSH6AYI,Approved,Wed Apr 24 17:42:21 PDT 2019,Wed Apr 24 17:45:44 PDT 2019,Sat Apr 27 17:45:44 PDT 2019,,,,203,100% (30/30),100% (30/30),100% (30/30),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3R6BYFZZP7CA4TVJNWMWQ00TGTWXFX,A1AR5OZLXIF9,Approved,Wed Jan 16 16:46:29 PST 2019,Wed Jan 16 16:48:20 PST 2019,Sat Jan 19 16:48:20 PST 2019,2019-01-20 00:48:37 UTC,,,111,100% (5/5),100% (5/5),100% (5/5),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3HA5ODM5KC1T75DZVICMHFJO8M0SVV,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3FK0YFF9P2PCMHSXFFMTGMZBD02VV5,AG1XA7PPOEY4Z,Approved,Thu Apr 25 13:39:39 PDT 2019,Thu Apr 25 13:41:12 PDT 2019,Sun Apr 28 13:41:12 PDT 2019,,,,93,100% (11/11),100% (11/11),100% (11/11),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3TVRFO09GKFW4L5F97PULD5DDP4XLO,A2UF2FRGVW4T89,Approved,Wed Jan 16 14:24:22 PST 2019,Wed Jan 16 15:01:18 PST 2019,Sat Jan 19 15:01:18 PST 2019,2019-01-19 23:01:41 UTC,,,2216,98% (369/378),100% (126/126),100% (125/125),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3HA5ODM5KC1T75DZVICMHFJO8M0SVV,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3JPSL1DZ5V8FMOGQ2T96AIRL6NUANX,A2FXYB7WSH6AYI,Approved,Wed Apr 24 18:11:06 PDT 2019,Wed Apr 24 18:11:35 PDT 2019,Sat Apr 27 18:11:35 PDT 2019,,,,29,100% (30/30),100% (30/30),100% (30/30),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3TVRFO09GKFW4L5F97PULD5DDP4XLO,A2UF2FRGVW4T89,Approved,Wed Jan 16 14:24:22 PST 2019,Wed Jan 16 15:01:18 PST 2019,Sat Jan 19 15:01:18 PST 2019,2019-01-19 23:01:41 UTC,,,2216,98% (369/378),100% (126/126),100% (125/125),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3HA5ODM5KC1T75DZVICMHFJO8M0SVV,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3ZAZR5XV04RXWSR7PVGRB0OIG4OCZJ,A23441R746K5OU,Approved,Wed Apr 24 22:04:18 PDT 2019,Wed Apr 24 22:05:20 PDT 2019,Sat Apr 27 22:05:20 PDT 2019,,,,62,100% (23/23),100% (23/23),100% (23/23),37MQ8Z1JQEWDHKCOEVOQ1BHP38YY27,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:43 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:43 PST 2019,,,3TVRFO09GKFW4L5F97PULD5DDP4XLO,A2UF2FRGVW4T89,Approved,Wed Jan 16 14:24:22 PST 2019,Wed Jan 16 15:01:18 PST 2019,Sat Jan 19 15:01:18 PST 2019,2019-01-19 23:01:41 UTC,,,2216,98% (369/378),100% (126/126),100% (125/125),substantiality.n.01,substantiality,the quality of being substantial or having substance,"nonmaterial, immaterial, aeriform, wraithlike, airy",bodily,responsible,bright,illuminated,aspirational,bereft,extension,noble,meritorious,suspicious,real,airy,unsubstantial,unreal,nonmaterial,curt,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3ZICQFRS33R7H14NR7VXYETNJC6ZZ7,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,39L1G8WVWT0COWAGORWYQ30CXC413R,A9UIN25Y2HNGP,Approved,Thu Apr 25 15:22:44 PDT 2019,Thu Apr 25 15:23:04 PDT 2019,Sun Apr 28 15:23:04 PDT 2019,,,,20,100% (42/42),100% (42/42),100% (42/42),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3VZLGYJEYLAG9AMJO8G3TSGBSX9ZX4,AA21VG9GOHM54,Approved,Wed Jan 16 13:44:10 PST 2019,Wed Jan 16 13:46:26 PST 2019,Sat Jan 19 13:46:26 PST 2019,2019-01-19 21:46:40 UTC,,,136,100% (8/8),100% (7/7),100% (7/7),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3ZICQFRS33R7H14NR7VXYETNJC6ZZ7,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3CCZ6YKWRASXRG0F6NZKK6GF9KC59N,A2FXYB7WSH6AYI,Approved,Wed Apr 24 18:06:46 PDT 2019,Wed Apr 24 18:07:45 PDT 2019,Sat Apr 27 18:07:45 PDT 2019,,,,59,100% (30/30),100% (30/30),100% (30/30),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3VZLGYJEYLAG9AMJO8G3TSGBSX9ZX4,AA21VG9GOHM54,Approved,Wed Jan 16 13:44:10 PST 2019,Wed Jan 16 13:46:26 PST 2019,Sat Jan 19 13:46:26 PST 2019,2019-01-19 21:46:40 UTC,,,136,100% (8/8),100% (7/7),100% (7/7),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
3ZICQFRS33R7H14NR7VXYETNJC6ZZ7,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3Z7EFSHGNCN8RXRSODS6EF8784QCXM,A23441R746K5OU,Approved,Wed Apr 24 22:03:45 PDT 2019,Wed Apr 24 22:04:17 PDT 2019,Sat Apr 27 22:04:17 PDT 2019,,,,32,100% (23/23),100% (23/23),100% (23/23),3VMV5CHJZ8F7FSL134MGVYJBYPLGTJ,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:18 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:18 PST 2019,,,3VZLGYJEYLAG9AMJO8G3TSGBSX9ZX4,AA21VG9GOHM54,Approved,Wed Jan 16 13:44:10 PST 2019,Wed Jan 16 13:46:26 PST 2019,Sat Jan 19 13:46:26 PST 2019,2019-01-19 21:46:40 UTC,,,136,100% (8/8),100% (7/7),100% (7/7),regularity.n.02,regularity,the quality of being characterized by a fixed principle or rate,"unsmooth, standard, lawful, uniform, illegal",inhumane,bereft,unceasing,careless,crushed,sensitized,stupid,same,bright,inside,symmetrical,first-string,illegal,unsmooth,uniform,scummy,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
39KMGHJ4R1JDDVS7JJ5DMGNFJY500P,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,336KAV9KYT1KTKP0WGP2LG6UYJ8Y26,A2VH5M7RLI6708,Approved,Thu Apr 25 07:12:02 PDT 2019,Thu Apr 25 07:12:20 PDT 2019,Sun Apr 28 07:12:20 PDT 2019,,,,18,100% (12/12),100% (12/12),100% (12/12),3H6W48L9F4P5KMIU1SHECR423AQPWM,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,339ANSOTR52OUKY2PLDS335J0ADIKK,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:34:18 PST 2019,Wed Jan 16 11:35:16 PST 2019,Sat Jan 19 11:35:16 PST 2019,2019-01-19 19:35:37 UTC,,,58,100% (93/93),100% (51/51),100% (51/51),honesty.n.01,honesty,the quality of being honest,"honorable, dishonest, straightforward, underhand, dishonorable",unorthodox,exact,aspirational,truthful,watchful,inconclusive,red,inhumane,invisible,crushed,underhanded,straight,straightforward,dishonest,underhand,in,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
39KMGHJ4R1JDDVS7JJ5DMGNFJY500P,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,34T446B1C3N0U7LHL13Z51LWYX40CE,A2FXYB7WSH6AYI,Approved,Wed Apr 24 18:03:15 PDT 2019,Wed Apr 24 18:04:27 PDT 2019,Sat Apr 27 18:04:27 PDT 2019,,,,72,100% (30/30),100% (30/30),100% (30/30),3H6W48L9F4P5KMIU1SHECR423AQPWM,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,339ANSOTR52OUKY2PLDS335J0ADIKK,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:34:18 PST 2019,Wed Jan 16 11:35:16 PST 2019,Sat Jan 19 11:35:16 PST 2019,2019-01-19 19:35:37 UTC,,,58,100% (93/93),100% (51/51),100% (51/51),honesty.n.01,honesty,the quality of being honest,"honorable, dishonest, straightforward, underhand, dishonorable",unorthodox,exact,aspirational,truthful,watchful,inconclusive,red,inhumane,invisible,crushed,underhanded,straight,straightforward,dishonest,underhand,in,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
39KMGHJ4R1JDDVS7JJ5DMGNFJY500P,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,3JJVG1YBEE6GF9FC47DGBCB5XKGB54,A23441R746K5OU,Approved,Wed Apr 24 22:01:11 PDT 2019,Wed Apr 24 22:01:50 PDT 2019,Sat Apr 27 22:01:50 PDT 2019,,,,39,100% (23/23),100% (23/23),100% (23/23),3H6W48L9F4P5KMIU1SHECR423AQPWM,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,339ANSOTR52OUKY2PLDS335J0ADIKK,A2M5VW97GIYLHB,Approved,Wed Jan 16 11:34:18 PST 2019,Wed Jan 16 11:35:16 PST 2019,Sat Jan 19 11:35:16 PST 2019,2019-01-19 19:35:37 UTC,,,58,100% (93/93),100% (51/51),100% (51/51),honesty.n.01,honesty,the quality of being honest,"honorable, dishonest, straightforward, underhand, dishonorable",unorthodox,exact,aspirational,truthful,watchful,inconclusive,red,inhumane,invisible,crushed,underhanded,straight,straightforward,dishonest,underhand,in,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","Yes, the task should have been rejected",,
3Y7LTZE0YVVQV2ADLKWPHME8HURUZD,3ZZSZV2CUDWUFZWNZFJH1U94BF9GS1,Review HIT Appeals,Review rejected HITs with appeals and decide whether the HIT should have been rejected,{},$0.01 ,Wed Apr 24 16:53:22 PDT 2019,3,BatchId:235466;OriginalHitTemplateId:921587277;,3600,259200,Wed May 01 16:53:22 PDT 2019,,,35H6S234SD9A9XYH8GW80WPDJJ456C,A2FXYB7WSH6AYI,Approved,Wed Apr 24 17:59:57 PDT 2019,Wed Apr 24 18:00:21 PDT 2019,Sat Apr 27 18:00:21 PDT 2019,,,,24,100% (30/30),100% (30/30),100% (30/30),3H6W48L9F4P5KMIU1SHECR423AQPWM,36G9MO4VB6XKWCIMWHTV1EX0RZ8A3N,Adjectives and Attribute Matching,"Determine if adjectives such as ""hot"" and ""pretty"" belong to attributes such as ""temperature"" and ""beauty.""","Research, Linguistics, Adjectives",$0.10 ,Wed Jan 16 10:51:30 PST 2019,3,BatchId:3501467;OriginalHitTemplateId:928390909;,3600,259200,Wed Jan 23 10:51:30 PST 2019,,,3IO1LGZLK9XO6Z10EV70GV6NWL586I,A3LN9BVLOWLYER,Approved,Wed Jan 16 14:05:23 PST 2019,Wed Jan 16 14:06:07 PST 2019,Sat Jan 19 14:06:07 PST 2019,2019-01-19 22:06:38 UTC,,,44,100% (37/37),100% (32/32),100% (32/32),honesty.n.01,honesty,the quality of being honest,"honorable, dishonest, straightforward, underhand, dishonorable",unorthodox,exact,aspirational,truthful,watchful,inconclusive,red,inhumane,invisible,crushed,underhanded,straight,straightforward,dishonest,underhand,in,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,"I tried to do the best I could, but the set up was more than a little confusing.","No, the task should not have been rejected",,
